Internal Title,Person,External Title,Affiliation,Fiscal Year,Occupation,Bank_y,Stock Class,Number of Shares,Percentage of Ownership,RSSD_ID_y
,Jerry Newman Carr,Member,Carr Brothers LLC,2015,Business Owner,Enterprise Capital Corporation,,3094,16.38%,
,Jerry Newman Carr,Member,Carr Air LLC,2015,Business Owner,Enterprise Capital Corporation,,3094,16.38%,
,Jerry Newman Carr,Member,Carr America LLC,2015,Business Owner,Enterprise Capital Corporation,,3094,16.38%,
,Jerry Newman Carr,Member,Carr Diamond LLC/Emmaus Foods,2015,Business Owner,Enterprise Capital Corporation,,3094,16.38%,
,Jerry Newman Carr,Member,Carr Girls LLC,2015,Business Owner,Enterprise Capital Corporation,,3094,16.38%,
,Jerry Newman Carr,Treasurer,"Ozark Striping Co.,Inc.",2015,Business Owner,Enterprise Capital Corporation,,3094,16.38%,
,Jerry Newman Carr,Member,Ozark Striping Management Company LLC,2015,Business Owner,Enterprise Capital Corporation,,3094,16.38%,
,Jerry Newman Carr,Member,"Ozark Safety Services,LLC",2015,Business Owner,Enterprise Capital Corporation,,3094,16.38%,
,Jerry Newman Carr,Member,"Ozark Materials,LLC",2015,Business Owner,Enterprise Capital Corporation,,3094,16.38%,
,Jerry Newman Carr,Director,"Beachcomber by the Sea,Inc.",2015,Business Owner,Enterprise Capital Corporation,,3094,16.38%,
,Jerry Newman Carr,Director,"By the Sea Resorts,Inc.",2015,Business Owner,Enterprise Capital Corporation,,3094,16.38%,
,Jerry Newman Carr,Director,"Pathway,Inc.",2015,Business Owner,Enterprise Capital Corporation,,3094,16.38%,
,Jerry Newman Carr,Member,Trailer World Acquisition Company LLC,2015,Business Owner,Enterprise Capital Corporation,,3094,16.38%,
,Jerry Newman Carr,Member,Linden Ventures LLC,2015,Business Owner,Enterprise Capital Corporation,,3094,16.38%,
,Jerry Newman Carr,Member,Majestic Timber LLC,2015,Business Owner,Enterprise Capital Corporation,,3094,16.38%,
,Jerry Newman Carr,Member,CCSB LLC,2015,Business Owner,Enterprise Capital Corporation,,3094,16.38%,
,Jerry Newman Carr,Member,Crimson Expirations LLC,2015,Business Owner,Enterprise Capital Corporation,,3094,16.38%,
,Jerry Newman Carr,Member,CSC (NC) LLC,2015,Business Owner,Enterprise Capital Corporation,,3094,16.38%,
,Jerry Newman Carr,Member,LGP Holdings LLC,2015,Business Owner,Enterprise Capital Corporation,,3094,16.38%,
,Jerry Newman Carr,Member,"All Metal Acquisitions,LLC",2015,Business Owner,Enterprise Capital Corporation,,3094,16.38%,
,Jerry Newman Carr,Member,"All Metal Building Systems,LLC",2015,Business Owner,Enterprise Capital Corporation,,3094,16.38%,
,Jerry Newman Carr,Member,"Ozark Distribution Services,LLC",2015,Business Owner,Enterprise Capital Corporation,,3094,16.38%,
,Jerry Newman Carr,Member,"CC&J Properties,LLC",2015,Business Owner,Enterprise Capital Corporation,,3094,16.38%,
,Jerry Newman Carr,Member,"Carr & Pugh Properties,LLC",2015,Business Owner,Enterprise Capital Corporation,,3094,16.38%,
,Jerry Newman Carr,Member,"Uphapee Creek,LLC",2015,Business Owner,Enterprise Capital Corporation,,3094,16.38%,
,Jerry Newman Carr,Member,Village Rennaissance @ Mountain Brook,2015,Business Owner,Enterprise Capital Corporation,,3094,16.38%,
,Jerry Newman Carr,Member,"Tide Manufacturing,LLC",2015,Business Owner,Enterprise Capital Corporation,,3094,16.38%,
,Jerry Newman Carr,Shareholder,Ozark Striping Real Estate Inc.,2015,Business Owner,Enterprise Capital Corporation,,3094,16.38%,
,Jerry Newman Carr,Partner,Barbour County Land,2015,Business Owner,Enterprise Capital Corporation,,3094,16.38%,
,Jerry Newman Carr,Member,Lumber Lenders LLC,2015,Business Owner,Enterprise Capital Corporation,,3094,16.38%,
,Jerry Newman Carr,Member,"Uphapee Pine Straw,LLC",2015,Business Owner,Enterprise Capital Corporation,,3094,16.38%,
,Jerry Newman Carr,Member,"Kreekview Holdings,LLC",2015,Business Owner,Enterprise Capital Corporation,,3094,16.38%,
Vice President & Director,Charles E. Jones,,Enterprise Capital Corporation,2016,Retired Bank Executive,"Enterprise Capital Corporation,Inc.",,2871,15.20%,
Vice President & Director,Charles E. Jones,,"Sunny South Mobile Villa,Inc.",2016,Retired Bank Executive,"Enterprise Capital Corporation,Inc.",,2871,15.20%,
Vice President & Director,Charles E. Jones,,"Daleco,Inc.",2016,Retired Bank Executive,"Enterprise Capital Corporation,Inc.",,2871,15.20%,
Vice President & Director,Charles E. Jones,,"J & K Construction Co.,Inc.",2016,Retired Bank Executive,"Enterprise Capital Corporation,Inc.",,2871,15.20%,
Vice President & Director,Charles E. Jones,,"Public Building Authority of the City of Enterprise,Alabama",2016,Retired Bank Executive,"Enterprise Capital Corporation,Inc.",,2871,15.20%,
Director,Martha E. Weatherford Williams,,Enterprise Capital Corporation,2016,Attorney-at-law,"Enterprise Capital Corporation,Inc.",,2339,12.38%,
Director,Martha E. Weatherford Williams,,"Weatherford & Williams,LLP",2016,Attorney-at-law,"Enterprise Capital Corporation,Inc.",,2339,12.38%,
,Jerry Newman Carr,,"Badger Sportswear Holdings,Inc",2016,Business Owner,"Enterprise Capital Corporation,Inc.",,3094,16.38%,
,Jerry Newman Carr,,Carr Brothers LLC,2016,Business Owner,"Enterprise Capital Corporation,Inc.",,3094,16.38%,
,Jerry Newman Carr,,Carr Air LLC,2016,Business Owner,"Enterprise Capital Corporation,Inc.",,3094,16.38%,
,Jerry Newman Carr,,Carr Diamond LLC/Emmaus Foods,2016,Business Owner,"Enterprise Capital Corporation,Inc.",,3094,16.38%,
,Jerry Newman Carr,,"Ozark Striping Co.,Inc.",2016,Business Owner,"Enterprise Capital Corporation,Inc.",,3094,16.38%,
,Jerry Newman Carr,,Ozark Striping Management Company LLC,2016,Business Owner,"Enterprise Capital Corporation,Inc.",,3094,16.38%,
,Jerry Newman Carr,,"Ozark Safety Services,LLC",2016,Business Owner,"Enterprise Capital Corporation,Inc.",,3094,16.38%,
,Jerry Newman Carr,,"Ozark Materials,LLC",2016,Business Owner,"Enterprise Capital Corporation,Inc.",,3094,16.38%,
,Jerry Newman Carr,,"Beachcomber by the Sea,Inc.",2016,Business Owner,"Enterprise Capital Corporation,Inc.",,3094,16.38%,
,Jerry Newman Carr,,"By the Sea Resorts,Inc.",2016,Business Owner,"Enterprise Capital Corporation,Inc.",,3094,16.38%,
,Jerry Newman Carr,,"Pathway,Inc.",2016,Business Owner,"Enterprise Capital Corporation,Inc.",,3094,16.38%,
,Jerry Newman Carr,,Trailer World Acquisition Company LLC,2016,Business Owner,"Enterprise Capital Corporation,Inc.",,3094,16.38%,
,Jerry Newman Carr,,Linden Ventures LLC,2016,Business Owner,"Enterprise Capital Corporation,Inc.",,3094,16.38%,
,Jerry Newman Carr,,Majestic Timber LLC,2016,Business Owner,"Enterprise Capital Corporation,Inc.",,3094,16.38%,
,Jerry Newman Carr,,CCSB LLC,2016,Business Owner,"Enterprise Capital Corporation,Inc.",,3094,16.38%,
,Jerry Newman Carr,,Crimson Expirations LLC,2016,Business Owner,"Enterprise Capital Corporation,Inc.",,3094,16.38%,
,Jerry Newman Carr,,CSC (NC) LLC,2016,Business Owner,"Enterprise Capital Corporation,Inc.",,3094,16.38%,
,Jerry Newman Carr,,LGP Holdings LLC,2016,Business Owner,"Enterprise Capital Corporation,Inc.",,3094,16.38%,
,Jerry Newman Carr,,"All Metal Acquisitions,LLC",2016,Business Owner,"Enterprise Capital Corporation,Inc.",,3094,16.38%,
,Jerry Newman Carr,,"All Metal Building Systems,LLC",2016,Business Owner,"Enterprise Capital Corporation,Inc.",,3094,16.38%,
,Jerry Newman Carr,,"Ozark Distribution Services,LLC",2016,Business Owner,"Enterprise Capital Corporation,Inc.",,3094,16.38%,
,Jerry Newman Carr,,"CC&J Properties,LLC",2016,Business Owner,"Enterprise Capital Corporation,Inc.",,3094,16.38%,
,Jerry Newman Carr,,"Carr & Pugh Properties,LLC",2016,Business Owner,"Enterprise Capital Corporation,Inc.",,3094,16.38%,
,Jerry Newman Carr,,"Uphapee Creek,LLC",2016,Business Owner,"Enterprise Capital Corporation,Inc.",,3094,16.38%,
,Jerry Newman Carr,,Village Rennaissance @ Mountain Brook,2016,Business Owner,"Enterprise Capital Corporation,Inc.",,3094,16.38%,
,Jerry Newman Carr,,"Tide Manufacturing,LLC",2016,Business Owner,"Enterprise Capital Corporation,Inc.",,3094,16.38%,
,Jerry Newman Carr,,Ozark Striping Real Estate Inc.,2016,Business Owner,"Enterprise Capital Corporation,Inc.",,3094,16.38%,
,Jerry Newman Carr,,Barbour County Land,2016,Business Owner,"Enterprise Capital Corporation,Inc.",,3094,16.38%,
,Jerry Newman Carr,,Lumber Lenders LLC,2016,Business Owner,"Enterprise Capital Corporation,Inc.",,3094,16.38%,
,Jerry Newman Carr,,"Uphapee Pine Straw,LLC",2016,Business Owner,"Enterprise Capital Corporation,Inc.",,3094,16.38%,
,Jerry Newman Carr,,"Kreekview Holdings,LLC",2016,Business Owner,"Enterprise Capital Corporation,Inc.",,3094,16.38%,
,Jerry Newman Carr,,"Paradise House by the Sea,LLC",2016,Business Owner,"Enterprise Capital Corporation,Inc.",,3094,16.38%,
,Jerry Newman Carr,,"Pathway of Baldwin County,LLC",2016,Business Owner,"Enterprise Capital Corporation,Inc.",,3094,16.38%,
,William Henry Carr,,"Badger Sportswear,Inc.",2016,CPA/Business Owner,"Enterprise Capital Corporation,Inc.",,3092,16.37%,
,William Henry Carr,,Carr Brothers LLC,2016,CPA/Business Owner,"Enterprise Capital Corporation,Inc.",,3092,16.37%,
,William Henry Carr,,Carr Air LLC,2016,CPA/Business Owner,"Enterprise Capital Corporation,Inc.",,3092,16.37%,
,William Henry Carr,,Carr Diamond LLC/Emmaus Foods,2016,CPA/Business Owner,"Enterprise Capital Corporation,Inc.",,3092,16.37%,
,William Henry Carr,,"Ozark Striping Co.,Inc.",2016,CPA/Business Owner,"Enterprise Capital Corporation,Inc.",,3092,16.37%,
,William Henry Carr,,Ozark Striping Management Company LLC,2016,CPA/Business Owner,"Enterprise Capital Corporation,Inc.",,3092,16.37%,
,William Henry Carr,,"Ozark Safety Services,LLC",2016,CPA/Business Owner,"Enterprise Capital Corporation,Inc.",,3092,16.37%,
,William Henry Carr,,"Ozark Materials,LLC",2016,CPA/Business Owner,"Enterprise Capital Corporation,Inc.",,3092,16.37%,
,William Henry Carr,,"Beachcomber by the Sea,Inc.",2016,CPA/Business Owner,"Enterprise Capital Corporation,Inc.",,3092,16.37%,
,William Henry Carr,,"By the Sea Resorts,Inc.",2016,CPA/Business Owner,"Enterprise Capital Corporation,Inc.",,3092,16.37%,
,William Henry Carr,,"Pathway,Inc.",2016,CPA/Business Owner,"Enterprise Capital Corporation,Inc.",,3092,16.37%,
,William Henry Carr,,Trailer World Acquisition Company LLC,2016,CPA/Business Owner,"Enterprise Capital Corporation,Inc.",,3092,16.37%,
,William Henry Carr,,Linden Ventures LLC,2016,CPA/Business Owner,"Enterprise Capital Corporation,Inc.",,3092,16.37%,
,William Henry Carr,,Majestic Timber LLC,2016,CPA/Business Owner,"Enterprise Capital Corporation,Inc.",,3092,16.37%,
,William Henry Carr,,CCSB LLC,2016,CPA/Business Owner,"Enterprise Capital Corporation,Inc.",,3092,16.37%,
,William Henry Carr,,Crimson Expirations LLC,2016,CPA/Business Owner,"Enterprise Capital Corporation,Inc.",,3092,16.37%,
,William Henry Carr,,CSC (NC) LLC,2016,CPA/Business Owner,"Enterprise Capital Corporation,Inc.",,3092,16.37%,
,William Henry Carr,,"All Metal Acquisitions,LLC",2016,CPA/Business Owner,"Enterprise Capital Corporation,Inc.",,3092,16.37%,
,William Henry Carr,,"All Metal Building Systems,LLC",2016,CPA/Business Owner,"Enterprise Capital Corporation,Inc.",,3092,16.37%,
,William Henry Carr,,"Ozark Distribution Services,LLC",2016,CPA/Business Owner,"Enterprise Capital Corporation,Inc.",,3092,16.37%,
,William Henry Carr,,"CC&J Properties,LLC",2016,CPA/Business Owner,"Enterprise Capital Corporation,Inc.",,3092,16.37%,
,William Henry Carr,,"Carr & Pugh Properties,LLC",2016,CPA/Business Owner,"Enterprise Capital Corporation,Inc.",,3092,16.37%,
,William Henry Carr,,The Citizens Bank,2016,CPA/Business Owner,"Enterprise Capital Corporation,Inc.",,3092,16.37%,
,William Henry Carr,,"Uphapee Creek,LLC",2016,CPA/Business Owner,"Enterprise Capital Corporation,Inc.",,3092,16.37%,
,William Henry Carr,,Village Rennaissance @ Mountain Brook,2016,CPA/Business Owner,"Enterprise Capital Corporation,Inc.",,3092,16.37%,
,William Henry Carr,,"Tide Manufacturing,LLC",2016,CPA/Business Owner,"Enterprise Capital Corporation,Inc.",,3092,16.37%,
,William Henry Carr,,"Crimson Cattle Company,LLC",2016,CPA/Business Owner,"Enterprise Capital Corporation,Inc.",,3092,16.37%,
,William Henry Carr,,"Carr Farms,LLC",2016,CPA/Business Owner,"Enterprise Capital Corporation,Inc.",,3092,16.37%,
,William Henry Carr,,"Carr Properties,LLC",2016,CPA/Business Owner,"Enterprise Capital Corporation,Inc.",,3092,16.37%,
,William Henry Carr,,"Johnson Farms,Inc.",2016,CPA/Business Owner,"Enterprise Capital Corporation,Inc.",,3092,16.37%,
,William Henry Carr,,Ozark Striping Real Estate Inc.,2016,CPA/Business Owner,"Enterprise Capital Corporation,Inc.",,3092,16.37%,
,William Henry Carr,,"Beaver Dam,Ltd.",2016,CPA/Business Owner,"Enterprise Capital Corporation,Inc.",,3092,16.37%,
,William Henry Carr,,MCGLA Rentals,2016,CPA/Business Owner,"Enterprise Capital Corporation,Inc.",,3092,16.37%,
,William Henry Carr,,Barbour County Land,2016,CPA/Business Owner,"Enterprise Capital Corporation,Inc.",,3092,16.37%,
,William Henry Carr,,CRI-MGM Building LLC,2016,CPA/Business Owner,"Enterprise Capital Corporation,Inc.",,3092,16.37%,
,William Henry Carr,,Lumber Lenders LLC,2016,CPA/Business Owner,"Enterprise Capital Corporation,Inc.",,3092,16.37%,
,William Henry Carr,,"Uphapee Pine Straw,LLC",2016,CPA/Business Owner,"Enterprise Capital Corporation,Inc.",,3092,16.37%,
,William Henry Carr,,"Carr Lands,LLC",2016,CPA/Business Owner,"Enterprise Capital Corporation,Inc.",,3092,16.37%,
,William Henry Carr,,Paradise House by the Sea LLC,2016,CPA/Business Owner,"Enterprise Capital Corporation,Inc.",,3092,16.37%,
,William Henry Carr,,"Pathway of Baldwin County,LLC",2016,CPA/Business Owner,"Enterprise Capital Corporation,Inc.",,3092,16.37%,
,William Henry Carr,,"H C Farms,LLC",2016,CPA/Business Owner,"Enterprise Capital Corporation,Inc.",,3092,16.37%,
,William Henry Carr,,"J C Farms,LLC",2016,CPA/Business Owner,"Enterprise Capital Corporation,Inc.",,3092,16.37%,
Director,William Henry Carr,Shareholder,"Badger Sportswear Holdings,Inc.",2017,CPA/Business Owner,"ENTERPRISE CAPITAL CORPORATION,INC.",Common Stock,3092,16.37%,
Director,William Henry Carr,Member,Carr Brothers LLC,2017,CPA/Business Owner,"ENTERPRISE CAPITAL CORPORATION,INC.",Common Stock,3092,16.37%,
Director,William Henry Carr,Member,Carr Air LLC,2017,CPA/Business Owner,"ENTERPRISE CAPITAL CORPORATION,INC.",Common Stock,3092,16.37%,
Director,William Henry Carr,Member,Carr Diamond LLC/Emmaus Foods,2017,CPA/Business Owner,"ENTERPRISE CAPITAL CORPORATION,INC.",Common Stock,3092,16.37%,
Director,William Henry Carr,Member,Carr Flying Service LLC,2017,CPA/Business Owner,"ENTERPRISE CAPITAL CORPORATION,INC.",Common Stock,3092,16.37%,
Director,William Henry Carr,Vice-President,"Ozark Striping Co.,Inc.",2017,CPA/Business Owner,"ENTERPRISE CAPITAL CORPORATION,INC.",Common Stock,3092,16.37%,
Director,William Henry Carr,Member,Ozark Striping Management Company LLC,2017,CPA/Business Owner,"ENTERPRISE CAPITAL CORPORATION,INC.",Common Stock,3092,16.37%,
Director,William Henry Carr,President,"Beachcomber by the Sea,Inc.",2017,CPA/Business Owner,"ENTERPRISE CAPITAL CORPORATION,INC.",Common Stock,3092,16.37%,
Director,William Henry Carr,President,"By the Sea Resorts,Inc.",2017,CPA/Business Owner,"ENTERPRISE CAPITAL CORPORATION,INC.",Common Stock,3092,16.37%,
Director,William Henry Carr,Director,"Pathway,Inc.",2017,CPA/Business Owner,"ENTERPRISE CAPITAL CORPORATION,INC.",Common Stock,3092,16.37%,
Director,William Henry Carr,Member,Trailer World Acquisition Company LLC,2017,CPA/Business Owner,"ENTERPRISE CAPITAL CORPORATION,INC.",Common Stock,3092,16.37%,
Director,William Henry Carr,Member,Linden Ventures LLC,2017,CPA/Business Owner,"ENTERPRISE CAPITAL CORPORATION,INC.",Common Stock,3092,16.37%,
Director,William Henry Carr,Member,Majestic Timber LLC,2017,CPA/Business Owner,"ENTERPRISE CAPITAL CORPORATION,INC.",Common Stock,3092,16.37%,
Director,William Henry Carr,Member,CCSB LLC,2017,CPA/Business Owner,"ENTERPRISE CAPITAL CORPORATION,INC.",Common Stock,3092,16.37%,
Director,William Henry Carr,Member,Crimson Expirations LLC,2017,CPA/Business Owner,"ENTERPRISE CAPITAL CORPORATION,INC.",Common Stock,3092,16.37%,
Director,William Henry Carr,Member,"All Metal Acquisitions,LLC",2017,CPA/Business Owner,"ENTERPRISE CAPITAL CORPORATION,INC.",Common Stock,3092,16.37%,
Director,William Henry Carr,Member,"All Metal Building Systems,LLC",2017,CPA/Business Owner,"ENTERPRISE CAPITAL CORPORATION,INC.",Common Stock,3092,16.37%,
Director,William Henry Carr,Member,"Coastal Acquistions of Florida,LLC",2017,CPA/Business Owner,"ENTERPRISE CAPITAL CORPORATION,INC.",Common Stock,3092,16.37%,
Director,William Henry Carr,Member,"CC&J Properties,LLC",2017,CPA/Business Owner,"ENTERPRISE CAPITAL CORPORATION,INC.",Common Stock,3092,16.37%,
Director,William Henry Carr,Member,"Carr & Pugh Properties,LLC",2017,CPA/Business Owner,"ENTERPRISE CAPITAL CORPORATION,INC.",Common Stock,3092,16.37%,
Director,William Henry Carr,Shareholder,The Citizens Bank,2017,CPA/Business Owner,"ENTERPRISE CAPITAL CORPORATION,INC.",Common Stock,3092,16.37%,
Director,William Henry Carr,Member,"Uphapee Creek,LLC",2017,CPA/Business Owner,"ENTERPRISE CAPITAL CORPORATION,INC.",Common Stock,3092,16.37%,
Director,William Henry Carr,Member,Village Rennaissance @ Mountain Brook,2017,CPA/Business Owner,"ENTERPRISE CAPITAL CORPORATION,INC.",Common Stock,3092,16.37%,
Director,William Henry Carr,Member,"Crimson Cattle Company,LLC",2017,CPA/Business Owner,"ENTERPRISE CAPITAL CORPORATION,INC.",Common Stock,3092,16.37%,
Director,William Henry Carr,Member,"Carr Farms,LLC",2017,CPA/Business Owner,"ENTERPRISE CAPITAL CORPORATION,INC.",Common Stock,3092,16.37%,
Director,William Henry Carr,Member,Chopper Ag Services LLC,2017,CPA/Business Owner,"ENTERPRISE CAPITAL CORPORATION,INC.",Common Stock,3092,16.37%,
Director,William Henry Carr,Member,TP Golf Course LLC,2017,CPA/Business Owner,"ENTERPRISE CAPITAL CORPORATION,INC.",Common Stock,3092,16.37%,
Director,William Henry Carr,Member,TANFL LLC,2017,CPA/Business Owner,"ENTERPRISE CAPITAL CORPORATION,INC.",Common Stock,3092,16.37%,
Director,William Henry Carr,Member,"Carr Properties,LLC",2017,CPA/Business Owner,"ENTERPRISE CAPITAL CORPORATION,INC.",Common Stock,3092,16.37%,
Director,William Henry Carr,Member,"Johnson Farms,Inc.",2017,CPA/Business Owner,"ENTERPRISE CAPITAL CORPORATION,INC.",Common Stock,3092,16.37%,
Director,William Henry Carr,Shareholder,Ozark Striping Real Estate Inc.,2017,CPA/Business Owner,"ENTERPRISE CAPITAL CORPORATION,INC.",Common Stock,3092,16.37%,
Director,William Henry Carr,Partner,"Beaver Dam,Ltd.",2017,CPA/Business Owner,"ENTERPRISE CAPITAL CORPORATION,INC.",Common Stock,3092,16.37%,
Director,William Henry Carr,Partner,MCGLA Rentals,2017,CPA/Business Owner,"ENTERPRISE CAPITAL CORPORATION,INC.",Common Stock,3092,16.37%,
Director,William Henry Carr,Partner,Barbour County Land,2017,CPA/Business Owner,"ENTERPRISE CAPITAL CORPORATION,INC.",Common Stock,3092,16.37%,
Director,William Henry Carr,Member,CRI-MGM Building LLC,2017,CPA/Business Owner,"ENTERPRISE CAPITAL CORPORATION,INC.",Common Stock,3092,16.37%,
Director,William Henry Carr,Member,Lumber Lenders LLC,2017,CPA/Business Owner,"ENTERPRISE CAPITAL CORPORATION,INC.",Common Stock,3092,16.37%,
Director,William Henry Carr,Member,"Uphapee Pine Straw,LLC",2017,CPA/Business Owner,"ENTERPRISE CAPITAL CORPORATION,INC.",Common Stock,3092,16.37%,
Director,William Henry Carr,Member,"Carr Lands,LLC",2017,CPA/Business Owner,"ENTERPRISE CAPITAL CORPORATION,INC.",Common Stock,3092,16.37%,
Director,William Henry Carr,Member,HC Farms LLC,2017,CPA/Business Owner,"ENTERPRISE CAPITAL CORPORATION,INC.",Common Stock,3092,16.37%,
Director,William Henry Carr,Member,JC Farms LLC,2017,CPA/Business Owner,"ENTERPRISE CAPITAL CORPORATION,INC.",Common Stock,3092,16.37%,
