Internal Title,Person,Fiscal Year,Bank_y,Stock Class,Number of Shares,Percentage of Ownership,RSSD_ID_y
Vice President & Director,Charles E. Jones,2014,"ENTERPRISE CAPITAL CORPORATION,INC.",,2836,15.13%,
Vice President & Director,Charles E. Jones,2014,"ENTERPRISE CAPITAL CORPORATION,INC.",,2836,15.13%,
Director,"James H. Weatherford,Jr.",2014,"ENTERPRISE CAPITAL CORPORATION,INC.",,1110,5.88%,
Director,"James H. Weatherford,Jr.",2014,"ENTERPRISE CAPITAL CORPORATION,INC.",,1110,5.88%,
Director,"James H. Weatherford,Jr.",2014,"ENTERPRISE CAPITAL CORPORATION,INC.",,1110,5.88%,
Director,"James H. Weatherford,Jr.",2014,"ENTERPRISE CAPITAL CORPORATION,INC.",,1110,5.88%,
Director,"James H. Weatherford,Jr.",2014,"ENTERPRISE CAPITAL CORPORATION,INC.",,1110,5.88%,
Director,"James H. Weatherford,Jr.",2014,"ENTERPRISE CAPITAL CORPORATION,INC.",,1110,5.88%,
Vice President & Director,Charles E. Jones,2015,Enterprise Capital Corporation,,2871,15.20%,
Executive Vice President & Director,Charles E. Jones,2015,Enterprise Capital Corporation,,2871,15.20%,
Vice President & Director,Charles E. Jones,2015,Enterprise Capital Corporation,,2871,15.20%,
Vice President & Director,Charles E. Jones,2015,Enterprise Capital Corporation,,2871,15.20%,
Director,"James H. Weatherford,Jr.",2015,Enterprise Capital Corporation,,1110,5.88%,
Director,"James H. Weatherford,Jr.",2015,Enterprise Capital Corporation,,1110,5.88%,
Director,"James H. Weatherford,Jr.",2015,Enterprise Capital Corporation,,1110,5.88%,
Director,"James H. Weatherford,Jr.",2015,Enterprise Capital Corporation,,1110,5.88%,
Director,"James H. Weatherford,Jr.",2015,Enterprise Capital Corporation,,1110,5.88%,
Director,"James H. Weatherford,Jr.",2015,Enterprise Capital Corporation,,1110,5.88%,
Director,"James H. Weatherford,Jr.",2015,Enterprise Capital Corporation,,1110,5.88%,
,William Henry Carr,2015,Enterprise Capital Corporation,,3094,16.38%,
,William Henry Carr,2015,Enterprise Capital Corporation,,3094,16.38%,
,William Henry Carr,2015,Enterprise Capital Corporation,,3094,16.38%,
,William Henry Carr,2015,Enterprise Capital Corporation,,3094,16.38%,
,William Henry Carr,2015,Enterprise Capital Corporation,,3094,16.38%,
,William Henry Carr,2015,Enterprise Capital Corporation,,3094,16.38%,
,William Henry Carr,2015,Enterprise Capital Corporation,,3094,16.38%,
,William Henry Carr,2015,Enterprise Capital Corporation,,3094,16.38%,
,William Henry Carr,2015,Enterprise Capital Corporation,,3094,16.38%,
,William Henry Carr,2015,Enterprise Capital Corporation,,3094,16.38%,
,William Henry Carr,2015,Enterprise Capital Corporation,,3094,16.38%,
,William Henry Carr,2015,Enterprise Capital Corporation,,3094,16.38%,
,William Henry Carr,2015,Enterprise Capital Corporation,,3094,16.38%,
,William Henry Carr,2015,Enterprise Capital Corporation,,3094,16.38%,
,William Henry Carr,2015,Enterprise Capital Corporation,,3094,16.38%,
,William Henry Carr,2015,Enterprise Capital Corporation,,3094,16.38%,
,William Henry Carr,2015,Enterprise Capital Corporation,,3094,16.38%,
,William Henry Carr,2015,Enterprise Capital Corporation,,3094,16.38%,
,William Henry Carr,2015,Enterprise Capital Corporation,,3094,16.38%,
,William Henry Carr,2015,Enterprise Capital Corporation,,3094,16.38%,
,William Henry Carr,2015,Enterprise Capital Corporation,,3094,16.38%,
,William Henry Carr,2015,Enterprise Capital Corporation,,3094,16.38%,
,William Henry Carr,2015,Enterprise Capital Corporation,,3094,16.38%,
,William Henry Carr,2015,Enterprise Capital Corporation,,3094,16.38%,
,William Henry Carr,2015,Enterprise Capital Corporation,,3094,16.38%,
,William Henry Carr,2015,Enterprise Capital Corporation,,3094,16.38%,
,William Henry Carr,2015,Enterprise Capital Corporation,,3094,16.38%,
,William Henry Carr,2015,Enterprise Capital Corporation,,3094,16.38%,
,William Henry Carr,2015,Enterprise Capital Corporation,,3094,16.38%,
,William Henry Carr,2015,Enterprise Capital Corporation,,3094,16.38%,
,William Henry Carr,2015,Enterprise Capital Corporation,,3094,16.38%,
,William Henry Carr,2015,Enterprise Capital Corporation,,3094,16.38%,
,William Henry Carr,2015,Enterprise Capital Corporation,,3094,16.38%,
,William Henry Carr,2015,Enterprise Capital Corporation,,3094,16.38%,
,William Henry Carr,2015,Enterprise Capital Corporation,,3094,16.38%,
,William Henry Carr,2015,Enterprise Capital Corporation,,3094,16.38%,
,William Henry Carr,2015,Enterprise Capital Corporation,,3094,16.38%,
,William Henry Carr,2015,Enterprise Capital Corporation,,3094,16.38%,
,William Henry Carr,2015,Enterprise Capital Corporation,,3094,16.38%,
,William Henry Carr,2015,Enterprise Capital Corporation,,3094,16.38%,
,Jerry Newman Carr,2015,Enterprise Capital Corporation,,3094,16.38%,
,Jerry Newman Carr,2015,Enterprise Capital Corporation,,3094,16.38%,
,Jerry Newman Carr,2015,Enterprise Capital Corporation,,3094,16.38%,
,Jerry Newman Carr,2015,Enterprise Capital Corporation,,3094,16.38%,
,Jerry Newman Carr,2015,Enterprise Capital Corporation,,3094,16.38%,
,Jerry Newman Carr,2015,Enterprise Capital Corporation,,3094,16.38%,
,Jerry Newman Carr,2015,Enterprise Capital Corporation,,3094,16.38%,
,Jerry Newman Carr,2015,Enterprise Capital Corporation,,3094,16.38%,
,Jerry Newman Carr,2015,Enterprise Capital Corporation,,3094,16.38%,
,Jerry Newman Carr,2015,Enterprise Capital Corporation,,3094,16.38%,
,Jerry Newman Carr,2015,Enterprise Capital Corporation,,3094,16.38%,
,Jerry Newman Carr,2015,Enterprise Capital Corporation,,3094,16.38%,
,Jerry Newman Carr,2015,Enterprise Capital Corporation,,3094,16.38%,
,Jerry Newman Carr,2015,Enterprise Capital Corporation,,3094,16.38%,
,Jerry Newman Carr,2015,Enterprise Capital Corporation,,3094,16.38%,
,Jerry Newman Carr,2015,Enterprise Capital Corporation,,3094,16.38%,
,Jerry Newman Carr,2015,Enterprise Capital Corporation,,3094,16.38%,
,Jerry Newman Carr,2015,Enterprise Capital Corporation,,3094,16.38%,
,Jerry Newman Carr,2015,Enterprise Capital Corporation,,3094,16.38%,
,Jerry Newman Carr,2015,Enterprise Capital Corporation,,3094,16.38%,
,Jerry Newman Carr,2015,Enterprise Capital Corporation,,3094,16.38%,
,Jerry Newman Carr,2015,Enterprise Capital Corporation,,3094,16.38%,
,Jerry Newman Carr,2015,Enterprise Capital Corporation,,3094,16.38%,
,Jerry Newman Carr,2015,Enterprise Capital Corporation,,3094,16.38%,
,Jerry Newman Carr,2015,Enterprise Capital Corporation,,3094,16.38%,
,Jerry Newman Carr,2015,Enterprise Capital Corporation,,3094,16.38%,
,Jerry Newman Carr,2015,Enterprise Capital Corporation,,3094,16.38%,
,Jerry Newman Carr,2015,Enterprise Capital Corporation,,3094,16.38%,
,Jerry Newman Carr,2015,Enterprise Capital Corporation,,3094,16.38%,
,Jerry Newman Carr,2015,Enterprise Capital Corporation,,3094,16.38%,
,Jerry Newman Carr,2015,Enterprise Capital Corporation,,3094,16.38%,
,Jerry Newman Carr,2015,Enterprise Capital Corporation,,3094,16.38%,
,Jerry Newman Carr,2015,Enterprise Capital Corporation,,3094,16.38%,
Vice President & Director,Charles E. Jones,2016,"Enterprise Capital Corporation,Inc.",,2871,15.20%,
Vice President & Director,Charles E. Jones,2016,"Enterprise Capital Corporation,Inc.",,2871,15.20%,
Vice President & Director,Charles E. Jones,2016,"Enterprise Capital Corporation,Inc.",,2871,15.20%,
Vice President & Director,Charles E. Jones,2016,"Enterprise Capital Corporation,Inc.",,2871,15.20%,
Vice President & Director,Charles E. Jones,2016,"Enterprise Capital Corporation,Inc.",,2871,15.20%,
Director,Martha E. Weatherford Williams,2016,"Enterprise Capital Corporation,Inc.",,2339,12.38%,
Director,Martha E. Weatherford Williams,2016,"Enterprise Capital Corporation,Inc.",,2339,12.38%,
,Jerry Newman Carr,2016,"Enterprise Capital Corporation,Inc.",,3094,16.38%,
,Jerry Newman Carr,2016,"Enterprise Capital Corporation,Inc.",,3094,16.38%,
,Jerry Newman Carr,2016,"Enterprise Capital Corporation,Inc.",,3094,16.38%,
,Jerry Newman Carr,2016,"Enterprise Capital Corporation,Inc.",,3094,16.38%,
,Jerry Newman Carr,2016,"Enterprise Capital Corporation,Inc.",,3094,16.38%,
,Jerry Newman Carr,2016,"Enterprise Capital Corporation,Inc.",,3094,16.38%,
,Jerry Newman Carr,2016,"Enterprise Capital Corporation,Inc.",,3094,16.38%,
,Jerry Newman Carr,2016,"Enterprise Capital Corporation,Inc.",,3094,16.38%,
,Jerry Newman Carr,2016,"Enterprise Capital Corporation,Inc.",,3094,16.38%,
,Jerry Newman Carr,2016,"Enterprise Capital Corporation,Inc.",,3094,16.38%,
,Jerry Newman Carr,2016,"Enterprise Capital Corporation,Inc.",,3094,16.38%,
,Jerry Newman Carr,2016,"Enterprise Capital Corporation,Inc.",,3094,16.38%,
,Jerry Newman Carr,2016,"Enterprise Capital Corporation,Inc.",,3094,16.38%,
,Jerry Newman Carr,2016,"Enterprise Capital Corporation,Inc.",,3094,16.38%,
,Jerry Newman Carr,2016,"Enterprise Capital Corporation,Inc.",,3094,16.38%,
,Jerry Newman Carr,2016,"Enterprise Capital Corporation,Inc.",,3094,16.38%,
,Jerry Newman Carr,2016,"Enterprise Capital Corporation,Inc.",,3094,16.38%,
,Jerry Newman Carr,2016,"Enterprise Capital Corporation,Inc.",,3094,16.38%,
,Jerry Newman Carr,2016,"Enterprise Capital Corporation,Inc.",,3094,16.38%,
,Jerry Newman Carr,2016,"Enterprise Capital Corporation,Inc.",,3094,16.38%,
,Jerry Newman Carr,2016,"Enterprise Capital Corporation,Inc.",,3094,16.38%,
,Jerry Newman Carr,2016,"Enterprise Capital Corporation,Inc.",,3094,16.38%,
,Jerry Newman Carr,2016,"Enterprise Capital Corporation,Inc.",,3094,16.38%,
,Jerry Newman Carr,2016,"Enterprise Capital Corporation,Inc.",,3094,16.38%,
,Jerry Newman Carr,2016,"Enterprise Capital Corporation,Inc.",,3094,16.38%,
,Jerry Newman Carr,2016,"Enterprise Capital Corporation,Inc.",,3094,16.38%,
,Jerry Newman Carr,2016,"Enterprise Capital Corporation,Inc.",,3094,16.38%,
,Jerry Newman Carr,2016,"Enterprise Capital Corporation,Inc.",,3094,16.38%,
,Jerry Newman Carr,2016,"Enterprise Capital Corporation,Inc.",,3094,16.38%,
,Jerry Newman Carr,2016,"Enterprise Capital Corporation,Inc.",,3094,16.38%,
,Jerry Newman Carr,2016,"Enterprise Capital Corporation,Inc.",,3094,16.38%,
,Jerry Newman Carr,2016,"Enterprise Capital Corporation,Inc.",,3094,16.38%,
,Jerry Newman Carr,2016,"Enterprise Capital Corporation,Inc.",,3094,16.38%,
,William Henry Carr,2016,"Enterprise Capital Corporation,Inc.",,3092,16.37%,
,William Henry Carr,2016,"Enterprise Capital Corporation,Inc.",,3092,16.37%,
,William Henry Carr,2016,"Enterprise Capital Corporation,Inc.",,3092,16.37%,
,William Henry Carr,2016,"Enterprise Capital Corporation,Inc.",,3092,16.37%,
,William Henry Carr,2016,"Enterprise Capital Corporation,Inc.",,3092,16.37%,
,William Henry Carr,2016,"Enterprise Capital Corporation,Inc.",,3092,16.37%,
,William Henry Carr,2016,"Enterprise Capital Corporation,Inc.",,3092,16.37%,
,William Henry Carr,2016,"Enterprise Capital Corporation,Inc.",,3092,16.37%,
,William Henry Carr,2016,"Enterprise Capital Corporation,Inc.",,3092,16.37%,
,William Henry Carr,2016,"Enterprise Capital Corporation,Inc.",,3092,16.37%,
,William Henry Carr,2016,"Enterprise Capital Corporation,Inc.",,3092,16.37%,
,William Henry Carr,2016,"Enterprise Capital Corporation,Inc.",,3092,16.37%,
,William Henry Carr,2016,"Enterprise Capital Corporation,Inc.",,3092,16.37%,
,William Henry Carr,2016,"Enterprise Capital Corporation,Inc.",,3092,16.37%,
,William Henry Carr,2016,"Enterprise Capital Corporation,Inc.",,3092,16.37%,
,William Henry Carr,2016,"Enterprise Capital Corporation,Inc.",,3092,16.37%,
,William Henry Carr,2016,"Enterprise Capital Corporation,Inc.",,3092,16.37%,
,William Henry Carr,2016,"Enterprise Capital Corporation,Inc.",,3092,16.37%,
,William Henry Carr,2016,"Enterprise Capital Corporation,Inc.",,3092,16.37%,
,William Henry Carr,2016,"Enterprise Capital Corporation,Inc.",,3092,16.37%,
,William Henry Carr,2016,"Enterprise Capital Corporation,Inc.",,3092,16.37%,
,William Henry Carr,2016,"Enterprise Capital Corporation,Inc.",,3092,16.37%,
,William Henry Carr,2016,"Enterprise Capital Corporation,Inc.",,3092,16.37%,
,William Henry Carr,2016,"Enterprise Capital Corporation,Inc.",,3092,16.37%,
,William Henry Carr,2016,"Enterprise Capital Corporation,Inc.",,3092,16.37%,
,William Henry Carr,2016,"Enterprise Capital Corporation,Inc.",,3092,16.37%,
,William Henry Carr,2016,"Enterprise Capital Corporation,Inc.",,3092,16.37%,
,William Henry Carr,2016,"Enterprise Capital Corporation,Inc.",,3092,16.37%,
,William Henry Carr,2016,"Enterprise Capital Corporation,Inc.",,3092,16.37%,
,William Henry Carr,2016,"Enterprise Capital Corporation,Inc.",,3092,16.37%,
,William Henry Carr,2016,"Enterprise Capital Corporation,Inc.",,3092,16.37%,
,William Henry Carr,2016,"Enterprise Capital Corporation,Inc.",,3092,16.37%,
,William Henry Carr,2016,"Enterprise Capital Corporation,Inc.",,3092,16.37%,
,William Henry Carr,2016,"Enterprise Capital Corporation,Inc.",,3092,16.37%,
,William Henry Carr,2016,"Enterprise Capital Corporation,Inc.",,3092,16.37%,
,William Henry Carr,2016,"Enterprise Capital Corporation,Inc.",,3092,16.37%,
,William Henry Carr,2016,"Enterprise Capital Corporation,Inc.",,3092,16.37%,
,William Henry Carr,2016,"Enterprise Capital Corporation,Inc.",,3092,16.37%,
,William Henry Carr,2016,"Enterprise Capital Corporation,Inc.",,3092,16.37%,
,William Henry Carr,2016,"Enterprise Capital Corporation,Inc.",,3092,16.37%,
,William Henry Carr,2016,"Enterprise Capital Corporation,Inc.",,3092,16.37%,
,William Henry Carr,2016,"Enterprise Capital Corporation,Inc.",,3092,16.37%,
Director,William Henry Carr,2017,"ENTERPRISE CAPITAL CORPORATION,INC.",Common Stock,3092,16.37%,
Director,William Henry Carr,2017,"ENTERPRISE CAPITAL CORPORATION,INC.",Common Stock,3092,16.37%,
Director,William Henry Carr,2017,"ENTERPRISE CAPITAL CORPORATION,INC.",Common Stock,3092,16.37%,
Director,William Henry Carr,2017,"ENTERPRISE CAPITAL CORPORATION,INC.",Common Stock,3092,16.37%,
Director,William Henry Carr,2017,"ENTERPRISE CAPITAL CORPORATION,INC.",Common Stock,3092,16.37%,
Director,William Henry Carr,2017,"ENTERPRISE CAPITAL CORPORATION,INC.",Common Stock,3092,16.37%,
Director,William Henry Carr,2017,"ENTERPRISE CAPITAL CORPORATION,INC.",Common Stock,3092,16.37%,
Director,William Henry Carr,2017,"ENTERPRISE CAPITAL CORPORATION,INC.",Common Stock,3092,16.37%,
Director,William Henry Carr,2017,"ENTERPRISE CAPITAL CORPORATION,INC.",Common Stock,3092,16.37%,
Director,William Henry Carr,2017,"ENTERPRISE CAPITAL CORPORATION,INC.",Common Stock,3092,16.37%,
Director,William Henry Carr,2017,"ENTERPRISE CAPITAL CORPORATION,INC.",Common Stock,3092,16.37%,
Director,William Henry Carr,2017,"ENTERPRISE CAPITAL CORPORATION,INC.",Common Stock,3092,16.37%,
Director,William Henry Carr,2017,"ENTERPRISE CAPITAL CORPORATION,INC.",Common Stock,3092,16.37%,
Director,William Henry Carr,2017,"ENTERPRISE CAPITAL CORPORATION,INC.",Common Stock,3092,16.37%,
Director,William Henry Carr,2017,"ENTERPRISE CAPITAL CORPORATION,INC.",Common Stock,3092,16.37%,
Director,William Henry Carr,2017,"ENTERPRISE CAPITAL CORPORATION,INC.",Common Stock,3092,16.37%,
Director,William Henry Carr,2017,"ENTERPRISE CAPITAL CORPORATION,INC.",Common Stock,3092,16.37%,
Director,William Henry Carr,2017,"ENTERPRISE CAPITAL CORPORATION,INC.",Common Stock,3092,16.37%,
Director,William Henry Carr,2017,"ENTERPRISE CAPITAL CORPORATION,INC.",Common Stock,3092,16.37%,
Director,William Henry Carr,2017,"ENTERPRISE CAPITAL CORPORATION,INC.",Common Stock,3092,16.37%,
Director,William Henry Carr,2017,"ENTERPRISE CAPITAL CORPORATION,INC.",Common Stock,3092,16.37%,
Director,William Henry Carr,2017,"ENTERPRISE CAPITAL CORPORATION,INC.",Common Stock,3092,16.37%,
Director,William Henry Carr,2017,"ENTERPRISE CAPITAL CORPORATION,INC.",Common Stock,3092,16.37%,
Director,William Henry Carr,2017,"ENTERPRISE CAPITAL CORPORATION,INC.",Common Stock,3092,16.37%,
Director,William Henry Carr,2017,"ENTERPRISE CAPITAL CORPORATION,INC.",Common Stock,3092,16.37%,
Director,William Henry Carr,2017,"ENTERPRISE CAPITAL CORPORATION,INC.",Common Stock,3092,16.37%,
Director,William Henry Carr,2017,"ENTERPRISE CAPITAL CORPORATION,INC.",Common Stock,3092,16.37%,
Director,William Henry Carr,2017,"ENTERPRISE CAPITAL CORPORATION,INC.",Common Stock,3092,16.37%,
Director,William Henry Carr,2017,"ENTERPRISE CAPITAL CORPORATION,INC.",Common Stock,3092,16.37%,
Director,William Henry Carr,2017,"ENTERPRISE CAPITAL CORPORATION,INC.",Common Stock,3092,16.37%,
Director,William Henry Carr,2017,"ENTERPRISE CAPITAL CORPORATION,INC.",Common Stock,3092,16.37%,
Director,William Henry Carr,2017,"ENTERPRISE CAPITAL CORPORATION,INC.",Common Stock,3092,16.37%,
Director,William Henry Carr,2017,"ENTERPRISE CAPITAL CORPORATION,INC.",Common Stock,3092,16.37%,
Director,William Henry Carr,2017,"ENTERPRISE CAPITAL CORPORATION,INC.",Common Stock,3092,16.37%,
Director,William Henry Carr,2017,"ENTERPRISE CAPITAL CORPORATION,INC.",Common Stock,3092,16.37%,
Director,William Henry Carr,2017,"ENTERPRISE CAPITAL CORPORATION,INC.",Common Stock,3092,16.37%,
Director,William Henry Carr,2017,"ENTERPRISE CAPITAL CORPORATION,INC.",Common Stock,3092,16.37%,
Director,William Henry Carr,2017,"ENTERPRISE CAPITAL CORPORATION,INC.",Common Stock,3092,16.37%,
Director,William Henry Carr,2017,"ENTERPRISE CAPITAL CORPORATION,INC.",Common Stock,3092,16.37%,
Director,William Henry Carr,2017,"ENTERPRISE CAPITAL CORPORATION,INC.",Common Stock,3092,16.37%,
Director,William Henry Carr,2017,"ENTERPRISE CAPITAL CORPORATION,INC.",Common Stock,3092,16.37%,
,Jerry Newman Carr,2017,"ENTERPRISE CAPITAL CORPORATION,INC.",Common Stock,3094,16.38%,
,Jerry Newman Carr,2017,"ENTERPRISE CAPITAL CORPORATION,INC.",Common Stock,3094,16.38%,
,Jerry Newman Carr,2017,"ENTERPRISE CAPITAL CORPORATION,INC.",Common Stock,3094,16.38%,
,Jerry Newman Carr,2017,"ENTERPRISE CAPITAL CORPORATION,INC.",Common Stock,3094,16.38%,
,Jerry Newman Carr,2017,"ENTERPRISE CAPITAL CORPORATION,INC.",Common Stock,3094,16.38%,
,Jerry Newman Carr,2017,"ENTERPRISE CAPITAL CORPORATION,INC.",Common Stock,3094,16.38%,
,Jerry Newman Carr,2017,"ENTERPRISE CAPITAL CORPORATION,INC.",Common Stock,3094,16.38%,
,Jerry Newman Carr,2017,"ENTERPRISE CAPITAL CORPORATION,INC.",Common Stock,3094,16.38%,
,Jerry Newman Carr,2017,"ENTERPRISE CAPITAL CORPORATION,INC.",Common Stock,3094,16.38%,
,Jerry Newman Carr,2017,"ENTERPRISE CAPITAL CORPORATION,INC.",Common Stock,3094,16.38%,
,Jerry Newman Carr,2017,"ENTERPRISE CAPITAL CORPORATION,INC.",Common Stock,3094,16.38%,
,Jerry Newman Carr,2017,"ENTERPRISE CAPITAL CORPORATION,INC.",Common Stock,3094,16.38%,
,Jerry Newman Carr,2017,"ENTERPRISE CAPITAL CORPORATION,INC.",Common Stock,3094,16.38%,
,Jerry Newman Carr,2017,"ENTERPRISE CAPITAL CORPORATION,INC.",Common Stock,3094,16.38%,
,Jerry Newman Carr,2017,"ENTERPRISE CAPITAL CORPORATION,INC.",Common Stock,3094,16.38%,
,Jerry Newman Carr,2017,"ENTERPRISE CAPITAL CORPORATION,INC.",Common Stock,3094,16.38%,
,Jerry Newman Carr,2017,"ENTERPRISE CAPITAL CORPORATION,INC.",Common Stock,3094,16.38%,
,Jerry Newman Carr,2017,"ENTERPRISE CAPITAL CORPORATION,INC.",Common Stock,3094,16.38%,
,Jerry Newman Carr,2017,"ENTERPRISE CAPITAL CORPORATION,INC.",Common Stock,3094,16.38%,
,Jerry Newman Carr,2017,"ENTERPRISE CAPITAL CORPORATION,INC.",Common Stock,3094,16.38%,
,Jerry Newman Carr,2017,"ENTERPRISE CAPITAL CORPORATION,INC.",Common Stock,3094,16.38%,
,Jerry Newman Carr,2017,"ENTERPRISE CAPITAL CORPORATION,INC.",Common Stock,3094,16.38%,
,Jerry Newman Carr,2017,"ENTERPRISE CAPITAL CORPORATION,INC.",Common Stock,3094,16.38%,
,Jerry Newman Carr,2017,"ENTERPRISE CAPITAL CORPORATION,INC.",Common Stock,3094,16.38%,
,Jerry Newman Carr,2017,"ENTERPRISE CAPITAL CORPORATION,INC.",Common Stock,3094,16.38%,
,Jerry Newman Carr,2017,"ENTERPRISE CAPITAL CORPORATION,INC.",Common Stock,3094,16.38%,
,Jerry Newman Carr,2017,"ENTERPRISE CAPITAL CORPORATION,INC.",Common Stock,3094,16.38%,
,Jerry Newman Carr,2017,"ENTERPRISE CAPITAL CORPORATION,INC.",Common Stock,3094,16.38%,
,Jerry Newman Carr,2017,"ENTERPRISE CAPITAL CORPORATION,INC.",Common Stock,3094,16.38%,
,Jerry Newman Carr,2017,"ENTERPRISE CAPITAL CORPORATION,INC.",Common Stock,3094,16.38%,
