Bank,Internal Title,Person,External Title,Affiliation,Fiscal Year,Occupation,RSSD_ID
"PSB Bancgroup,Inc.",Director,Shilpa U. Mhatre,Office Manager,Psychiatric Assoc of Lake City,2014,Office Manager,
"PSB Bancgroup,Inc.",Pres & Chairman Director,"Renny B. Eadie,III",Chairman & Director,Peoples State Bank,2016,Owner Concrete Materials Co.,2650324
"PSB Bancgroup,Inc.",Pres & Chairman Director,"Renny B. Eadie,III",,"Columbia Ready Mix Concrete,Inc.",2016,Owner Concrete Materials Co.,2650324
"PSB Bancgroup,Inc.","Sr. Vice President,Corporate Secretary Director",Robin C. Green,President/CEO Director,Peoples State Bank,2016,President/CEO Peoples State Bank,2650324
"PSB Bancgroup,Inc.",Director,"John W. Burns,III",Agent,State Farm Insurance,2016,Insurance Agent,2650324
"PSB Bancgroup,Inc.",Director,Robert M. Eadie,Owner,"Lake City Industries,Inc.",2016,Owner Building Materials Co,2650324
"PSB Bancshares,Inc.",President,"C. Richard Moore,Jr.",Banker,,2014,Banker,1426906
"PSB Bancshares,Inc.",Director,"C. Richard Moore,Jr.",Banker,,2014,Banker,1426906
"PSB Bancshares,Inc.",Chief Executive Officer,"C. Richard Moore,Jr.",Banker,,2014,Banker,1426906
"PSB Bancshares,Inc.",Director,"C. Richard Moore,Jr.",Banker,Peoples Southern Bank,2014,Banker,1426906
"PSB Bancshares,Inc.",Chairman,"C. Richard Moore,Jr.",Banker,Peoples Southern Bank,2014,Banker,1426906
"PSB Bancshares,Inc.",President,"C. Richard Moore,Jr.",Banker,Peoples Southern Bank,2014,Banker,1426906
"PSB Bancshares,Inc.",Chief Executive Officer,"C. Richard Moore,Jr.",Banker,Peoples Southern Bank,2014,Banker,1426906
"PSB Bancshares,Inc.",Chairman,Jackson W. Moore,Retired,,2014,Retired,1426906
"PSB Bancshares,Inc.",Director,Jackson W. Moore,Retired,"PSB Bancshares,Inc.",2014,Retired,1426906
"PSB Bancshares,Inc.",Director,Jackson W. Moore,Retired,Peoples Southern Bank,2014,Retired,1426906
"PSB Bancshares,Inc.",V. President,Josephine M. Hutchinson,,,2014,,1426906
"PSB Bancshares,Inc.",Director,Josephine M. Hutchinson,,"PSB Bancshares,Inc.",2014,,1426906
"PSB Bancshares,Inc.",Secretary,Patricia H. Baker,Banker,,2014,Banker,1426906
"PSB Bancshares,Inc.",Secretary & Cashier,Patricia H. Baker,Banker,Peoples Southern Bank,2014,Banker,1426906
"PSB Bancshares,Inc.",Director,Sally B. Moore,,"PSB Bancshares,Inc.",2014,,1426906
"PSB Bancshares,Inc.",Director,Jackson W. Moore Jr.,Retail Furniture,,2014,Retail Furniture,1426906
"PSB Bancshares,Inc.",Director,Jackson W. Moore Jr.,Retail Furniture,"PSB Bancshares,Inc.",2014,Retail Furniture,1426906
"PSB Bancshares,Inc.",Director,Jackson W. Moore Jr.,Retail Furniture,Peoples Southern Bank,2014,Retail Furniture,1426906
"PSB Bancshares,Inc.",Director,Charles R. Moore III,Attorney,,2014,Attorney,1426906
"PSB Bancshares,Inc.",Director,Charles R. Moore III,Attorney,"PSB Bancshares,Inc.",2014,Attorney,1426906
"PSB Bancshares,Inc.",Director,Charles R. Moore III,Attorney,Peoples Southern Bank,2014,Attorney,1426906
"PSB BANCSHARES,INC.",President,"C. Richard Moore,Jr.",,,2017,Banker,601733
"PSB BANCSHARES,INC.",Director,"C. Richard Moore,Jr.",,,2017,Banker,601733
"PSB BANCSHARES,INC.",Chief Executive Officer,"C. Richard Moore,Jr.",,,2017,Banker,601733
"PSB BANCSHARES,INC.",Director,"C. Richard Moore,Jr.",,,2017,Banker,601733
"PSB BANCSHARES,INC.",Chairman,"C. Richard Moore,Jr.",,,2017,Banker,601733
"PSB BANCSHARES,INC.",President,"C. Richard Moore,Jr.",,,2017,Banker,601733
"PSB BANCSHARES,INC.",Chief Executive Officer,"C. Richard Moore,Jr.",,,2017,Banker,601733
"PSB BANCSHARES,INC.",,Jackson W. Moore,,,2017,Retired,
"PSB BANCSHARES,INC.",Chairman,Josephine M. Hutchinson,,,2017,,
"PSB BANCSHARES,INC.",Director,Josephine M. Hutchinson,,,2017,,
"PSB BANCSHARES,INC.",Secretary,Patricia H. Baker,,,2017,Banker,
"PSB BANCSHARES,INC.",Secretary & Cashier,Patricia H. Baker,,,2017,Banker,
"PSB BANCSHARES,INC.",Director,Sally B. Moore,,,2017,,
"PSB BANCSHARES,INC.",Director,Jackson W. Moore Jr.,,,2017,Retail Furniture,
"PSB BANCSHARES,INC.",Director,Jackson W. Moore Jr.,,,2017,Retail Furniture,
"PSB BANCSHARES,INC.",Director,Charles R. Moore III,,,2017,Attorney,
"PSB BANCSHARES,INC.",Director,Charles R. Moore III,,,2017,Attorney,
Putnam-Greene Financial Corporation,"Director,Chairman","Lumer Q. Benton,III",President,L.O. Benton Banking Foundation,2016,,
Putnam-Greene Financial Corporation,"Director,Chairman","Lumer Q. Benton,III",Owner,Benton Farms,2016,,
Putnam-Greene Financial Corporation,"Director,Chairman","Lumer Q. Benton,III",Trustee,Trust of Margaret T. Benton,2016,,
Putnam-Greene Financial Corporation,"Director,Chairman","Lumer Q. Benton,III",Trustee,Caro Fitzpatrick Trust,2016,,
Putnam-Greene Financial Corporation,"Director,President","LO,Chíp Benton,IV",Partner,"Urban Equity Propertles,LLC",2016,Real Estate Property Management,
Putnam-Greene Financial Corporation,"Director,President","LO,Chíp Benton,IV",Co-Owner,Davis/Benton Properties,2016,Real Estate Property Management,
Putnam-Greene Financial Corporation,"Director,President","LO,Chíp Benton,IV",Co-Owner,GWL Construction,2016,Real Estate Property Management,
Putnam-Greene Financial Corporation,Principal Shareholder,"Luner O. Benton,III Trustee for Caro Fitzpatrick",,,2016,,
Putnam-Greene Financial Corporation,"Investor,Principal Shareholder",Ann Fitzpatrick,Primary Partner,"Rigby's Green Farm,LLC",2016,,
Putnam-Greene Financial Corporation,"Director,Vice President",Nancy Benton,Trustee,Trust of Louise G. Teem,2016,,
Putnam-Greene Financial Corporation,"Director,Vice President",Nancy Benton,Co-Owner,"Barrett Creek Parkway,LLC",2016,,
Putnam-Greene Financial Corporation,"Director,President","J.S. Blackwell,Jr.",President,Blackwell Furniture Company,2016,Blackwell Furniture Company President,
Putnam-Greene Financial Corporation,"Director,President","J.S. Blackwell,Jr.",Owner,Blackwell Farms,2016,Blackwell Furniture Company President,
Putnam-Greene Financial Corporation,"Director,President","J.S. Blackwell,Jr.",Partner,Blackwell//Hudson Partnership,2016,Blackwell Furniture Company President,
Putnam-Greene Financial Corporation,Director,William A Connelly,,,2016,Retired,
Putnam-Greene Financial Corporation,Director Chairman,"Lurner O. Benton,III",President,L.O. Benton Banking Foundation,2018,,
Putnam-Greene Financial Corporation,Director Chairman,"Lurner O. Benton,III",Owner,Benton Farms,2018,,
Putnam-Greene Financial Corporation,Director Chairman,"Lurner O. Benton,III",Trustee,Trust of Margaret T. Benton,2018,,
Putnam-Greene Financial Corporation,Director Chairman,"Lurner O. Benton,III",Trustee,Caro Fitzpatrick Trust,2018,,
Putnam-Greene Financial Corporation,Director President,"L.O. Chip Benton,IV",Partner,"Urban Equity Properties,LLC",2018,Real Estate Property Management,
Putnam-Greene Financial Corporation,Director President,"L.O. Chip Benton,IV",Co-Owner,Davis/Benton Properties,2018,Real Estate Property Management,
Putnam-Greene Financial Corporation,Director President,"L.O. Chip Benton,IV",Co-Owner,GWL Construction,2018,Real Estate Property Management,
Putnam-Greene Financial Corporation,Principal Shareholder,"Lurner O. Benton,III Trustee for Caro Fitzpatrick",,,2018,,
Putnam-Greene Financial Corporation,Principal Shareholder,Ann Fitzpatrick,Primary Partner,"Rigby's Green Farm,LLC",2018,Investor,
Putnam-Greene Financial Corporation,Director Vice President,Nancy Benton,Trustee,Trust of Louise G. Teem,2018,,
Putnam-Greene Financial Corporation,Director Vice President,Nancy Benton,Co-Owner,"Barrett Creek Parkway,LLC",2018,,
Putnam-Greene Financial Corporation,Director,"J.S. Blackwell,Jr.",President,Blackwell Furniture Company,2018,Blackwell Furniture Company President,
Putnam-Greene Financial Corporation,Director,"J.S. Blackwell,Jr.",Owner,Blackwell Farms,2018,Blackwell Furniture Company President,
Putnam-Greene Financial Corporation,Director,"J.S. Blackwell,Jr.",Partner,Blackwell//Hudson Partnership,2018,Blackwell Furniture Company President,
Putnam-Greene Financial Corporation,Director,William A Connelly,,,2018,Retired,
Putnam-Greene Financial Corporation,Director,"L.O. Chip Benton,IV",President,"Urban Equity Properties,LLC",2019,Real Estate Property Management,
Putnam-Greene Financial Corporation,Director,"L.O. Chip Benton,IV",Co-Owner,Davis/Benton Properties,2019,Real Estate Property Management,
Putnam-Greene Financial Corporation,Director,"L.O. Chip Benton,IV",Co-Owner,GWL Construction,2019,Real Estate Property Management,
Putnam-Greene Financial Corporation,Principal Shareholder,"Lurner O. Benton,IV",,,2019,Investor,
Putnam-Greene Financial Corporation,Principal Shareholder,Ann Fitzpatrick,,,2019,,
Putnam-Greene Financial Corporation,Director,Nancy Benton,Trustee,Trust of Louise G. Teem,2019,,
Putnam-Greene Financial Corporation,Director,Nancy Benton,Co-Owner,"Barrett Creek Parkway,LL.C",2019,,
Putnam-Greene Financial Corporation,President,"J.S. Blackwell,Jr.",President,Blackwell Furniture Company,2019,Blackwell Furniture Company,
Putnam-Greene Financial Corporation,President,"J.S. Blackwell,Jr.",Owner,Blackwell Farms,2019,Blackwell Furniture Company,
Putnam-Greene Financial Corporation,President,"J.S. Blackwell,Jr.",Partner,Blackwell//Hudson Partnership,2019,Blackwell Furniture Company,
Putnam-Greene Financial Corporation,Director,William A Connelly,,,2019,Retired,
Putnam-Greene Financial Corporation,Director\nPresident,"L.O. Chip Benton,IV",Partner,"Urban Equity Properties,LLC",2020,Real Estate Property Management,
Putnam-Greene Financial Corporation,Director\nPresident,"L.O. Chip Benton,IV",Co-Owner,Davis/Benton Properties,2020,Real Estate Property Management,
Putnam-Greene Financial Corporation,Director\nPresident,"L.O. Chip Benton,IV",Co-Owner,GWL Construction,2020,Real Estate Property Management,
Putnam-Greene Financial Corporation,,"Lumer O. Benton,IV",,,2020,Investor,
Putnam-Greene Financial Corporation,,Ann Fitzpatrick,,,2020,Investor,
Putnam-Greene Financial Corporation,Director\nVice President,Nancy Benton,Primary Partner,"Rigby's Green Farm,LLC",2020,,
Putnam-Greene Financial Corporation,Director\nVice President,Nancy Benton,Trustee,Trust of Louise G. Teem,2020,,
Putnam-Greene Financial Corporation,Director\nVice President,Nancy Benton,Co-Owner,"Barrett Creek Parkway,LLC",2020,,
Putnam-Greene Financial Corporation,President,"J.S. Blackwell,Jr.",President,Blackwell Fumiture Company,2020,,
Putnam-Greene Financial Corporation,President,"J.S. Blackwell,Jr.",Owner,Blackwell Farms,2020,,
Putnam-Greene Financial Corporation,President,"J.S. Blackwell,Jr.",Partner,Blackwell//Hudson Partnership,2020,,
PUTNAM-GREENE FINANCIAL CORPORATION,Chairman of the Board,"L.O. Benton,IV",,"Urban Equity Properties,LLC",2022,Real Estate Property Mgt,
PUTNAM-GREENE FINANCIAL CORPORATION,President/CEO,"L.O. Benton,IV",,"Urban Equity Properties,LLC",2022,Real Estate Property Mgt,
PUTNAM-GREENE FINANCIAL CORPORATION,Chairman of the Board,"L.O. Benton,IV",,"Urban Equity Properties,LLC",2022,Real Estate Property Mgt,
PUTNAM-GREENE FINANCIAL CORPORATION,,"L.O. Benton,IV",,,2022,Real Estate Property Mgt,
PUTNAM-GREENE FINANCIAL CORPORATION,,"L.O. Benton,IV",,,2022,Real Estate Property Mgt,
PUTNAM-GREENE FINANCIAL CORPORATION,Principal Shareholder,"L.O. Benton,IV",,,2022,,
PUTNAM-GREENE FINANCIAL CORPORATION,Principal Shareholder,Anne Fitzpatrick,Advisory Director,"Rigby's Green Farm,LLC",2022,Bank Stockholder,
PUTNAM-GREENE FINANCIAL CORPORATION,Vice President,Nancy Benton,Owner,Benton Farms,2022,,
PUTNAM-GREENE FINANCIAL CORPORATION,Vice President,Nancy Benton,Co-Owner,"Barrett Creek Land & Investment Company,LLC",2022,,
PUTNAM-GREENE FINANCIAL CORPORATION,Director,Stacy M. Benton,,,2022,,
PUTNAM-GREENE FINANCIAL CORPORATION,Director,R. Linton Jordan,,,2022,,
PUTNAM-GREENE FINANCIAL CORPORATION,Director,Amy McElhenney,,,2022,,
PUTNAM-GREENE FINANCIAL CORPORATION,COO/SLO,William L. Gower,Secretary/Treasurer,Evermore Community Improvement District,2022,Farmers & Merchants Bank,
Farmers & Merchants Bank,"Monticello,GA",2023,"L.O. Chip Benton,IV",,,,
Farmers & Merchants Bank,"Monticello,GA",2023,"Lurner O. Benton,IV",,,,
Farmers & Merchants Bank,"Versailles,KY",2023,Ann Fitzpatrick,,,,
Farmers & Merchants Bank,"Monticello,GA",2023,Nancy Benton,,,,
Farmers & Merchants Bank,"Eatonton,GA",2023,"J.S. Blackwell,Jr.",,,,
Farmers & Merchants Bank,"Monticello,GA",2023,Stacy M. Benton,,,,
Farmers & Merchants Bank,"Eatonton,GA",2023,Amy McElhenney,,,,
Farmers & Merchants Bank,,2023,William L. Gower,,,,
Bank of Anguilla,"President & CEO,CFO","Director,Andy Anderson","President & CEO,CFO","Director,None",2015,,3664216
Bank of Anguilla,Director,Ben Bryant,President,Bryant Group of MS,2015,Accountant,3664216
Bank of Anguilla,Director,Ben Bryant,President,B & B Consulting,2015,Accountant,3664216
Bank of Anguilla,Director,Ben Bryant,President,"Compu-Books,Inc.",2015,Accountant,3664216
Bank of Anguilla,Director,Ben Bryant,President,"Agri Capital Group,Inc.",2015,Accountant,3664216
Bank of Anguilla,Director,Ben Bryant,President,"Delta Resource Group,Inc.",2015,Accountant,3664216
Bank of Anguilla,Director,Clark Carter,Partner,CLC Farms,2015,Farmer & Gin Operator,3664216
Bank of Anguilla,Director,Clark Carter,Partner,CWC Farms,2015,Farmer & Gin Operator,3664216
Bank of Anguilla,Director,Clark Carter,Partner,CCA Properties,2015,Farmer & Gin Operator,3664216
Bank of Anguilla,Director,Clark Carter,Partner,"WCC Trucking,LLC",2015,Farmer & Gin Operator,3664216
Bank of Anguilla,Director,Clark Carter,Manager,Associated Producers,2015,Farmer & Gin Operator,3664216
Bank of Anguilla,Director,Clark Carter,Manager,Carter Plantation,2015,Farmer & Gin Operator,3664216
Bank of Anguilla,Director,Clark Carter,Partner,Cross Bayou Inc,2015,Farmer & Gin Operator,3664216
Bank of Anguilla,Director,Clark Carter,Director,Carter Bro. Farms Inc.,2015,Farmer & Gin Operator,3664216
Bank of Anguilla,Director,Clark Carter,Director,Carter Brothers Inc,2015,Farmer & Gin Operator,3664216
Bank of Anguilla,Director,Kevin Corban,President,Corban Agri Consulting Inc.,2015,Crop Consultant & Crop Insurance Agent,3664216
Bank of Anguilla,Director,Kevin Corban,Agent,Delta Area Crop Ins.,2015,Crop Consultant & Crop Insurance Agent,3664216
Bank of Anguilla,Director,Kevin Corban,Partner,Hollis Farms Ptnship,2015,Crop Consultant & Crop Insurance Agent,3664216
Bank of Anguilla,Director,Kevin Corban,Manager,Kalama Plt LLC,2015,Crop Consultant & Crop Insurance Agent,3664216
Bank of Anguilla,Director,Kevin Corban,Member,Gulf Shores Tack Jack LLC,2015,Crop Consultant & Crop Insurance Agent,3664216
Bank of Anguilla,Director,Bert Darnell,President,Hollywood Farms,2015,Farmer,3664216
Bank of Anguilla,Director,Bert Darnell,President,"Darnell Farms,Inc",2015,Farmer,3664216
Bank of Anguilla,Director,Bert Darnell,President,New Ground Corp.,2015,Farmer,3664216
Bank of Anguilla,Director,Mike Lamensdorf,Vice-Pres.,Grundfest & Klaus,2015,Farmer & Publisher,3664216
Bank of Anguilla,Director,Mike Lamensdorf,Manager,"Lamensdorf,LLC",2015,Farmer & Publisher,3664216
Bank of Anguilla,Director,Mike Lamensdorf,Partner,BL Lamensdorf Farms,2015,Farmer & Publisher,3664216
Bank of Anguilla,Director,Mike Lamensdorf,VP,D & L Farms,2015,Farmer & Publisher,3664216
Bank of Anguilla,Director,Mike Lamensdorf,VP,Lamensdorf Farms of Cary,2015,Farmer & Publisher,3664216
Bank of Anguilla,Director,Mike Lamensdorf,VP,Sam Lamensdorf Inc.,2015,Farmer & Publisher,3664216
Bank of Anguilla,Director,Mike Lamensdorf,VP,AGG Farms,2015,Farmer & Publisher,3664216
Bank of Anguilla,Director,Mike Lamensdorf,VP,M & D Farms,2015,Farmer & Publisher,3664216
Bank of Anguilla,Director,Mike Lamensdorf,VP,A & D Farms,2015,Farmer & Publisher,3664216
Bank of Anguilla,Director,Mike Lamensdorf,VP,AG & ML Farms Inc,2015,Farmer & Publisher,3664216
Bank of Anguilla,Director,Mike Lamensdorf,VP,ML & BL Farms Inc,2015,Farmer & Publisher,3664216
Bank of Anguilla,Director,Mike Lamensdorf,Partner,Egremont Plantation Inc,2015,Farmer & Publisher,3664216
Bank of Anguilla,Director,Mike Lamensdorf,President,"One Grower Publishing,LLC",2015,Farmer & Publisher,3664216
Bank of Anguilla,Director,Mike Lamensdorf,Partner,Lamensdorf Properties,2015,Farmer & Publisher,3664216
Bank of Anguilla,Director,Mike Lamensdorf,LLC,Vicksburg Income Prop,2015,Farmer & Publisher,3664216
Bank of Anguilla,Director; Chairman of the Board,"Fred Miller,Jr.",Treasurer,"Milton Kline,Inc.",2015,,3664216
Bank of Anguilla,Director; Chairman of the Board,"Fred Miller,Jr.",Partner,Onward Plantation,2015,,3664216
Bank of Anguilla,Director; Chairman of the Board,"Fred Miller,Jr.",President,Southern Agriculture Credit Corporation,2015,,3664216
Bank of Anguilla,Director; Chairman of the Board,"Fred Miller,Jr.",Partner,Valewood Plt LLC,2015,,3664216
Bank of Anguilla,Director; Chairman of the Board,"Fred Miller,Jr.",Partner,Sarah Cutoff LLC,2015,,3664216
Bank of Anguilla,Director,William Moore II,President,"Ballard Company,Inc.",2015,Farmer & Grain Company Owner,3664216
Bank of Anguilla,Director,William Moore II,Partner,C & M Company,2015,Farmer & Grain Company Owner,3664216
Bank of Anguilla,Director,William Moore II,VP,Irrigation Equipment,2015,Farmer & Grain Company Owner,3664216
